user,timeout,seconds,threads,stream,bandwidth,throughput,droprate-belatrix,droprate-dobby,droprate-draco,droprate-harry,latency-belatrix,latency-dobby,latency-draco,latency-harry,droprate-total,latency-total,frametime
c14jmt, 1000, 60, 50, 6, 227987.56717952702, 0.38653491071832785, 6.898817345597898, 6.980322670894338, 6.983753959333811, 6.934178106300598,[146.43129347716504, 146.34543084866408, 146.85302356236613, 146.26847849578562],[6.949268020531662, 146.47455659599524,4.224,7.622,11.267,14.636,18.187,21.028,23.801,26.14,28.395,30.852,33.324,35.85,38.357,40.791,43.359,45.863,48.394,50.829,53.476,55.873,58.28,60.654,63.277,65.643,68.257,70.758,73.256,75.652,78.264,80.577,83.131,85.699,88.253,90.875,93.134,95.796,98.313,100.785,103.245,105.768,108.363,110.852,113.356,115.809,118.285,120.779,123.419,125.708,128.45,130.724,133.323,135.936,138.32,140.936,143.542,146.034,148.556,151.265,153.785,156.299,158.909,161.265,163.948,166.401,169.076,171.589,174.154,176.731,179.117,181.633,184.217,186.729,189.106,191.841,194.275,196.897,199.366,201.967,204.526,207.132,209.633,212.188,214.672,217.256,219.79,222.306,224.935,227.31,229.924,232.207,234.799,237.181,239.86,242.427,244.972,247.522,250.063,252.537,255.27,257.694]
c14jmt, 1000, 60, 100, 6, 405192.79676992574, 0.6869723795063032, 6.48730321197056, 7.210699748013181, 7.1243647521334745, 7.122878086419752,[159.96492233920566, 162.1686860246501, 160.5631323559777, 161.158263668934],[6.986311449634242, 160.96375109719185,3.418,4.569,6.831,8.314,9.567,11.455,13.022,15.103,16.544,18.479,19.772,21.44,22.501,24.448,25.205,26.239,28.075,29.124,30.778,31.702,33.113,34.623,35.98,37.415,38.823,40.132,41.636,43.025,44.383,45.69,47.143,48.58,50.009,51.415,52.829,54.228,55.649,57.113,58.449,59.909,61.355,62.702,64.118,65.595,66.986,68.447,69.766,71.147,72.561,73.955,75.445,76.764,78.235,79.623,81.052,82.456,83.954,85.241,86.611,88.02,89.594,90.82,92.413,93.633,95.215,96.464,97.988,99.343,100.73,102.157,103.494,105.058,106.386,107.709,109.226,110.507,111.905,113.265,114.666,116.176,117.541,118.985,120.401,121.79,123.117,124.596,125.967,127.356,128.892,130.189,131.679,132.96,134.306,135.837,137.392,138.579,140.929,142.32,144.198,145.865]
c14jmt, 1000, 60, 150, 6, 419603.28385674855, 0.7114042220336041, 6.8987311001993294, 6.726042731298973, 6.877612520657141, 7.474239272410624,[240.95216710182768, 239.07998956430993, 234.2550237486299, 233.25520234236117],[6.994156406141517, 236.88559568928216,3.096,4.385,5.888,7.393,8.332,9.792,10.771,12.904,13.614,15.253,16.451,18.535,19.346,20.601,22.209,23.362,25.304,26.875,27.614,29.412,31.011,31.769,33.031,34.531,36.791,36.791,38.163,39.567,40.859,42.455,43.759,45.242,46.555,48.073,49.281,50.787,52.285,53.553,54.961,56.408,57.628,59.063,60.509,61.974,63.279,64.675,66.061,67.475,68.896,70.327,71.685,73.039,74.417,75.94,77.303,78.661,80.026,81.553,82.864,84.289,85.632,87.246,88.449,90.001,91.298,92.738,94.146,95.578,96.946,98.317,99.674,101.1,102.491,103.927,105.176,106.615,107.978,109.409,110.777,112.262,113.528,115.054,116.385,117.727,119.17,120.657,122.044,123.433,124.827,126.345,127.661,129.071,130.347,131.974,133.235,134.62,136.052,137.41,138.883,140.182]
c14jmt, 1000, 60, 200, 6, 417823.4992951474, 0.7083867379000302, 6.9372481289579735, 7.071972251662009, 6.915682242096705, 6.657053592886325,[309.84601505309826, 311.26407465007776, 306.4726917741355, 312.0014933058702],[6.895489053900753, 309.8960686957954,3.053,4.476,5.196,7.195,8.61,9.53,10.696,12.731,14.247,15.517,17.04,17.954,19.809,21.212,22.345,23.356,24.805,26.841,28.234,28.884,30.808,32.06,33.795,34.541,36.543,37.823,38.706,40.059,41.38,42.423,43.709,45.104,46.545,47.978,49.334,50.808,52.236,53.559,55.062,56.419,57.823,59.218,60.593,62.134,63.423,64.786,66.178,67.609,69.094,70.417,71.784,73.297,74.665,76.062,77.477,78.925,80.341,81.665,83.079,84.465,85.846,87.279,88.522,90.059,91.458,92.727,94.206,95.653,96.887,98.385,99.749,101.159,102.644,104.845,106.953,108.045,110.177,110.88,113.074,114.154,115.086,117.178,117.88,119.874,121.321,122.919,123.859,125.862,127.008,128.334,129.631,131.16,131.938,133.927,135.533,136.985,137.485,139.663,140.856,142.56]
c14jmt, 1000, 60, 250, 6, 419368.60099862533, 0.7110063357859723, 7.1809283845333844, 7.628587940666538, 7.5575238278617505, 7.574073178984002,[406.0462518271038, 403.94598540145984, 397.1022182878567, 399.8903357389394],[7.4852783330114185, 401.74619781383996,2.332,4.225,5.574,6.949,8.47,9.786,11.154,12.18,13.473,15.464,16.87,17.81,19.402,20.808,22.279,23.66,25.204,26.053,27.437,29.236,30.775,31.996,33.553,34.426,35.954,37.633,38.899,40.609,41.512,43.36,44.759,45.669,47.521,48.374,49.81,51.215,52.222,53.649,54.919,56.456,57.8,59.278,60.662,62.096,63.445,64.892,66.308,67.784,69.154,70.461,71.857,73.342,74.857,76.106,77.541,78.877,80.269,81.665,83.097,84.491,85.831,87.322,88.757,90.19,91.298,92.744,94.275,95.663,96.998,98.361,99.792,101.218,102.528,103.979,105.359,106.864,108.228,109.655,110.898,112.463,113.828,115.192,116.648,117.961,119.365,120.921,122.129,123.477,124.953,126.338,127.795,129.155,130.566,131.958,133.287,134.753,136.281,137.515,138.798,140.353]
c14jmt, 1000, 60, 300, 6, 419510.40628647903, 0.7112467554498952, 6.895043731778426, 6.886024423337857, 7.137675903090092, 6.830999611046286,[490.9676947967225, 489.42019255789745, 488.44591990834766, 490.02149976517245],[6.937435917313165, 489.713826757035,2.187,3.933,5.389,6.99,8.001,9.543,10.734,12.087,13.478,15.324,16.605,18.131,19.513,20.727,21.921,23.386,24.724,26.249,27.95,28.907,30.519,32.105,33.488,34.791,36.257,37.345,38.875,39.98,41.884,43.079,44.49,46.149,47.033,48.422,50.231,51.729,52.648,54.294,55.279,57.217,58.165,59.511,60.816,62.094,63.563,64.847,66.375,67.671,69.061,70.402,71.82,73.305,74.736,76.175,77.551,78.79,80.284,81.749,83.113,84.504,85.955,87.255,88.621,90.082,91.471,92.906,94.259,95.619,97.0,98.627,99.863,101.257,102.753,104.151,105.448,106.911,108.405,109.712,111.251,112.454,113.986,115.412,116.796,118.212,119.394,120.959,122.437,123.786,125.226,126.653,127.944,129.356,130.576,132.031,133.403,134.908,136.284,137.694,139.083,140.419]
c14jmt, 1000, 60, 350, 6, 420713.46164829517, 0.7132864407828354, 6.90107328444466, 7.103877915680688, 6.74933138828106, 7.29570100697134,[578.2653103808034, 574.4840923268871, 572.7829691818324, 569.4391352028827],[7.012495898844437, 573.7428767731014,2.71,3.924,5.156,6.637,8.325,9.691,11.109,12.364,13.848,14.914,16.343,17.833,19.215,20.737,21.837,23.702,24.95,26.292,27.866,29.071,30.519,31.846,33.422,34.704,36.245,37.637,38.773,40.255,41.532,43.015,44.422,45.828,46.932,48.352,49.685,51.252,52.802,54.298,55.604,57.002,58.486,59.717,61.097,62.296,64.049,65.014,66.462,67.633,69.093,70.369,71.842,73.263,74.669,76.12,77.538,78.873,80.315,81.547,83.13,84.441,85.914,87.27,88.629,89.98,91.388,92.687,94.105,95.532,97.034,98.375,99.763,101.117,102.568,103.877,105.362,106.743,108.115,109.361,110.901,112.222,113.747,114.986,116.445,117.864,119.166,120.547,121.982,123.302,124.676,126.162,127.557,128.893,130.226,131.662,133.127,134.592,135.896,137.313,138.802,140.026]
c14jmt, 1000, 60, 400, 6, 420707.8337073849, 0.7132768990535904, 6.826335692814895, 6.942292796281952, 7.0766557250434445, 6.738570665111985,[662.3128317202622, 659.4273228592238, 658.22, 662.8325692852677],[6.89596371981307, 660.6981809661884,2.745,3.8,5.514,6.608,8.246,9.525,10.834,12.361,13.769,15.109,16.651,17.693,19.265,20.811,22.169,23.369,24.998,26.312,27.492,28.893,30.556,32.076,33.13,34.553,35.879,37.669,38.803,40.11,41.775,42.928,44.551,45.624,47.111,48.516,49.849,51.14,52.595,54.216,55.32,57.04,58.485,59.586,61.184,62.38,63.999,65.159,66.835,68.163,69.342,70.868,72.27,73.547,75.181,76.152,77.516,78.979,80.198,81.757,83.151,84.451,85.898,87.393,88.608,90.011,91.451,92.918,94.346,95.68,97.093,98.525,99.964,101.238,102.688,104.214,105.535,106.778,108.246,109.649,110.992,112.541,113.782,115.227,116.594,118.077,119.517,120.794,122.076,123.545,124.859,126.333,127.752,129.063,130.453,131.927,133.307,134.774,136.259,137.395,138.817,140.295]
c14jmt, 1000, 60, 450, 6, 419976.5546737903, 0.7120370732180961, 7.251264755480608, 7.155272305909617, 7.0309477756286265, 6.923708750060395,[745.5378701298702, 747.9963598543942, 743.3907729116821, 743.1357973421927],[7.090298396769811, 745.0152000595348,2.704,3.913,5.368,6.689,8.12,9.468,11.05,12.298,13.57,15.149,16.518,17.912,19.275,20.662,22.025,23.544,25.011,26.444,27.593,29.046,30.474,31.77,33.308,34.786,36.161,37.453,38.926,40.232,41.656,43.244,44.584,45.911,47.239,48.541,50.142,51.516,52.895,54.351,55.536,56.862,58.277,59.716,61.02,62.506,63.864,65.283,66.799,68.241,69.407,71.022,72.239,73.654,75.026,76.462,77.797,79.252,80.672,82.109,83.355,84.648,86.174,87.876,89.803,90.287,91.962,93.398,94.513,95.97,97.611,98.81,100.172,101.633,103.012,104.653,105.974,107.359,108.998,110.501,111.408,112.923,114.334,115.62,118.1,118.488,119.834,121.075,122.825,124.165,125.227,126.787,128.059,129.468,130.866,132.39,134.12,135.184,136.467,137.757,139.392,140.649]
c14jmt, 1000, 60, 500, 6, 418291.68584192963, 0.7091805112066136, 7.1808253600077325, 6.611410014056516, 6.850374667633551, 7.117265420741744,[838.1276030820492, 841.8463694399751, 838.8977060411045, 839.947404086739],[6.939968865609886,839.7047706624669,2.54,3.985,5.353,6.752,8.207,9.722,10.992,12.484,13.79,15.226,16.6,17.995,19.404,20.835,22.207,23.656,25.005,26.336,27.813,29.208,30.555,32.009,33.371,34.853,36.225,37.593,38.922,40.398,41.781,43.249,44.614,45.926,47.377,48.932,50.192,51.556,53.009,54.398,55.711,57.16,58.696,60.054,61.479,62.943,64.183,65.69,67.012,68.399,69.863,71.245,72.696,74.04,75.442,76.724,78.315,79.534,80.986,82.383,83.867,85.137,86.567,87.925,89.444,90.778,92.239,93.613,94.852,96.34,97.693,99.154,100.576,101.885,103.36,104.77,106.198,107.419,108.994,110.307,111.666,113.056,114.473,115.891,117.295,118.739,120.254,121.511,122.968,124.34,125.702,127.167,128.635,130.037,131.482,132.814,134.294,135.555,137.104,138.435,139.827,141.168]
jwestin, 1000, 100, 100, 6, 381460.92544822604, 0.646736866333391, 2.0209939457293435, 2.2191972940642657, 3.792641451097599, 2.2291158874362953,[161.2487219382085, 151.80375448217674, 373.68505623995713, 163.88890399782431],[2.565487144581876, 212.65660916454166,2.462,4.504,5.617,7.805,8.684,10.743,11.679,13.828,14.77,16.345,17.938,19.315,21.492,21.914,24.534,25.024,26.05,28.631,29.156,32.03,32.898,35.426,36.137,37.04,39.57,40.409,43.174,44.075,44.843,47.391,47.939,50.837,50.961,53.802,54.312,56.953,57.265,59.153,60.532,62.597,64.866,65.387,67.339,68.885,70.028,72.411,72.935,74.957,76.77,77.334,78.482,81.185,81.866,83.788,86.287,87.097,88.361,90.366,91.229,93.307,94.729,97.061,98.098,100.579,101.392,103.896,104.501,107.064,107.631,109.303,111.4,112.295,114.202,115.144,116.674,118.294,119.984,121.892,123.444,125.249,126.323,128.624,129.454,130.827,133.398,133.718,135.227,136.584,138.135,140.363,141.448,143.235,145.963,146.53,148.188,149.89,150.44,153.041,153.924,156.211]
jwestin, 1000, 100, 100, 6, 381610.0302192503, 0.6469896616944212, 2.1033680235366443, 1.963966213123622, 4.6274676289535135, 2.0899690213360094,[166.3820758948596, 157.13097916047707, 379.71377698642334, 164.674064171123],[2.6961927217374475, 216.97522405322076,3.202,4.006,6.239,7.742,8.759,10.693,12.225,14.101,15.308,16.63,18.663,19.228,21.695,22.559,24.756,25.91,28.133,29.282,29.998,32.504,33.626,35.87,36.501,39.088,39.913,40.88,43.084,43.918,46.615,46.876,49.829,50.365,52.149,54.19,55.193,57.24,58.014,58.844,61.407,62.259,65.122,65.709,66.695,68.7,71.12,71.566,73.993,75.163,77.515,78.562,78.841,81.921,82.457,84.87,86.198,86.589,88.952,89.864,91.091,93.095,95.918,96.103,98.101,100.254,101.239,103.389,104.144,105.938,106.812,107.916,110.729,111.386,113.949,114.159,115.577,118.596,118.681,121.406,121.871,124.586,125.111,127.443,128.357,130.832,131.819,132.414,135.058,135.82,138.311,138.753,139.97,142.133,144.797,145.727,146.201,149.254,149.869,152.361,153.195,155.517]
